language,repo,path,func_name,original_code,original_comment,code_token_length
python,rosenbrockc/fortpy,fortpy/scripts/analyze.py,FortpyShell.do_failures,"def do_failures(self, arg):
        """"""Prints a list of test cases that failed for the current unit test and analysis
        group settings. To only check failure on specific output files, set the list of
        files to check as arguments.
        """"""
        usable, filename, append = self._redirect_split(arg)
        a = self.tests[self.active]
        args = self.curargs
        splitargs = usable.split()
        if len(splitargs) > 0:
            tfilter = splitargs[0]
        else:
            tfilter = ""*""

        outfiles = None
        if len(splitargs) > 1:
            outfiles = splitargs[1:len(splitargs)]

        result = a.failures(outfiles, args[""threshold""], tfilter)
        self._redirect_output(result, filename, append, msg.info)","Prints a list of test cases that failed for the current unit test and analysis
        group settings. To only check failure on specific output files, set the list of
        files to check as arguments.",112
python,captin411/ofxclient,ofxclient/institution.py,Institution.accounts,"def accounts(self):
        """"""Ask the bank for the known :py:class:`ofxclient.Account` list.

        :rtype: list of :py:class:`ofxclient.Account` objects
        """"""
        from ofxclient.account import Account
        client = self.client()
        query = client.account_list_query()
        resp = client.post(query)
        resp_handle = StringIO(resp)

        if IS_PYTHON_2:
            parsed = OfxParser.parse(resp_handle)
        else:
            parsed = OfxParser.parse(BytesIO(resp_handle.read().encode()))

        return [Account.from_ofxparse(a, institution=self)
                for a in parsed.accounts]","Ask the bank for the known :py:class:`ofxclient.Account` list.

        :rtype: list of :py:class:`ofxclient.Account` objects",91
python,numenta/htmresearch,projects/sequence_prediction/reberGrammar/reberSequencePrediction_LSTM.py,runExperiment,"def runExperiment():
  """"""
  Experiment 1: Calculate error rate as a function of training sequence numbers
  :return:
  """"""
  trainSeqN = [5, 10, 20, 50, 100, 200]
  rptPerCondition = 5
  correctRateAll = np.zeros((len(trainSeqN), rptPerCondition))
  missRateAll = np.zeros((len(trainSeqN), rptPerCondition))
  fpRateAll = np.zeros((len(trainSeqN), rptPerCondition))
  for i in xrange(len(trainSeqN)):
    for rpt in xrange(rptPerCondition):
      train_seed = 1
      numTrainSequence = trainSeqN[i]
      net = initializeLSTMnet()
      net = trainLSTMnet(net, numTrainSequence, seedSeq=train_seed)
      (correctRate, missRate, fpRate) = testLSTMnet(net, numTestSequence, seedSeq=train_seed+rpt)
      correctRateAll[i, rpt] = correctRate
      missRateAll[i, rpt] = missRate
      fpRateAll[i, rpt] = fpRate

  np.savez('result/reberSequenceLSTM.npz',
           correctRateAll=correctRateAll, missRateAll=missRateAll,
           fpRateAll=fpRateAll, trainSeqN=trainSeqN)

  plt.figure()
  plt.subplot(2,2,1)
  plt.semilogx(trainSeqN, 100*np.mean(correctRateAll,1),'-*')
  plt.xlabel(' Training Sequence Number')
  plt.ylabel(' Hit Rate - Best Match (%)')
  plt.subplot(2,2,2)
  plt.semilogx(trainSeqN, 100*np.mean(missRateAll,1),'-*')
  plt.xlabel(' Training Sequence Number')
  plt.ylabel(' Miss Rate (%)')
  plt.subplot(2,2,3)
  plt.semilogx(trainSeqN, 100*np.mean(fpRateAll,1),'-*')
  plt.xlabel(' Training Sequence Number')
  plt.ylabel(' False Positive Rate (%)')
  plt.savefig('result/ReberSequence_LSTMperformance.pdf')","Experiment 1: Calculate error rate as a function of training sequence numbers
  :return:",313
python,boriel/zxbasic,zxblex.py,t_EmptyRem,"def t_EmptyRem(t):
    r""([']|[Rr][Ee][Mm])\r?\n""
    t.lexer.begin('INITIAL')
    t.lexer.lineno += 1

    t.value = '\n'
    t.type = 'NEWLINE'

    return t","r""([']|[Rr][Ee][Mm])\r?\n",33
python,Microsoft/botbuilder-python,libraries/botbuilder-core/botbuilder/core/bot_framework_adapter.py,BotFrameworkAdapter.get_conversation_members,"async def get_conversation_members(self, context: TurnContext):
        """"""
        Lists the members of a current conversation.
        :param context:
        :return:
        """"""
        try:
            if not context.activity.service_url:
                raise TypeError('BotFrameworkAdapter.get_conversation_members(): missing service_url')
            if not context.activity.conversation or not context.activity.conversation.id:
                raise TypeError('BotFrameworkAdapter.get_conversation_members(): missing conversation or '
                                'conversation.id')
            service_url = context.activity.service_url
            conversation_id = context.activity.conversation.id
            client = self.create_connector_client(service_url)
            return await client.conversations.get_conversation_members(conversation_id)
        except Exception as e:
            raise e","Lists the members of a current conversation.
        :param context:
        :return:",90
python,Microsoft/malmo,MalmoEnv/malmoenv/core.py,Env.step,"def step(self, action):
        """"""gym api step""""""
        obs = None
        reward = None
        info = None
        turn = True
        withturnkey = self.step_options < 2
        withinfo = self.step_options == 0 or self.step_options == 2

        while not self.done and \
                ((obs is None or len(obs) == 0) or
                 (withinfo and info is None) or turn):
            step_message = ""<Step"" + str(self.step_options) + "">"" + \
                           self.action_space[action] + \
                           ""</Step"" + str(self.step_options) + "" >""
            comms.send_message(self.client_socket, step_message.encode())
            if withturnkey:
                comms.send_message(self.client_socket, self.turn_key.encode())
            obs = comms.recv_message(self.client_socket)

            reply = comms.recv_message(self.client_socket)
            reward, done, sent = struct.unpack('!dbb', reply)
            self.done = done == 1
            if withinfo:
                info = comms.recv_message(self.client_socket).decode('utf-8')

            turn_key = comms.recv_message(self.client_socket).decode('utf-8') if withturnkey else """"
            # print(""["" + str(self.role) + ""] TK "" + turn_key + "" self.TK "" + str(self.turn_key))
            if turn_key != """":
                if sent != 0:
                    turn = False
                # Done turns if: turn = self.turn_key == turn_key
                self.turn_key = turn_key
            else:
                turn = sent == 0

            if (obs is None or len(obs) == 0) or turn:
                time.sleep(0.1)
            obs = np.frombuffer(obs, dtype=np.uint8)

        return obs, reward, self.done, info",gym api step,285
python,thiagopbueno/pyrddl,pyrddl/parser.py,RDDLParser.p_expr_list,"def p_expr_list(self, p):
        '''expr_list : expr_list COMMA expr
                     | expr'''
        if len(p) == 4:
            p[1].append(p[3])
            p[0] = p[1]
        elif len(p) == 2:
            p[0] = [p[1]]","expr_list : expr_list COMMA expr
                     | expr",56
python,readbeyond/aeneas,aeneas/plotter.py,PlotElement.text_bounding_box,"def text_bounding_box(self, size_pt, text):
        """"""
        Return the bounding box of the given text
        at the given font size.

        :param int size_pt: the font size in points
        :param string text: the text

        :rtype: tuple (width, height)
        """"""
        if size_pt == 12:
            mult = {""h"": 9, ""w_digit"": 5, ""w_space"": 2}
        elif size_pt == 18:
            mult = {""h"": 14, ""w_digit"": 9, ""w_space"": 2}
        num_chars = len(text)
        return (num_chars * mult[""w_digit""] + (num_chars - 1) * mult[""w_space""] + 1, mult[""h""])","Return the bounding box of the given text
        at the given font size.

        :param int size_pt: the font size in points
        :param string text: the text

        :rtype: tuple (width, height)",83
python,snare/scruffy,scruffy/file.py,LogFile.configure,"def configure(self):
        """"""
        Configure the Python logging module for this file.
        """"""
        # build a file handler for this file
        handler = logging.FileHandler(self.path, delay=True)

        # if we got a format string, create a formatter with it
        if self._format:
            handler.setFormatter(logging.Formatter(self._format))

        # if we got a string for the formatter, assume it's the name of a
        # formatter in the environment's config
        if type(self._formatter) == str:
            if self._env and self._env.config.logging.dict_config.formatters[self._formatter]:
                d = self._env.config.logging.dict_config.formatters[self._formatter].to_dict()
                handler.setFormatter(logging.Formatter(**d))
        elif type(self._formatter) == dict:
            # if it's a dict it must be the actual formatter params
            handler.setFormatter(logging.Formatter(**self._formatter))

        # add the file handler to whatever loggers were specified
        if len(self._loggers):
            for name in self._loggers:
                logging.getLogger(name).addHandler(handler)
        else:
            # none specified, just add it to the root logger
            logging.getLogger().addHandler(handler)",Configure the Python logging module for this file.,175
python,lsbardel/python-stdnet,stdnet/odm/models.py,StdModel.load_fields,"def load_fields(self, *fields):
        '''Load extra fields to this :class:`StdModel`.'''
        if self._loadedfields is not None:
            if self.session is None:
                raise SessionNotAvailable('No session available')
            meta = self._meta
            kwargs = {meta.pkname(): self.pkvalue()}
            obj = session.query(self).load_only(fields).get(**kwargs)
            for name in fields:
                field = meta.dfields.get(name)
                if field is not None:
                    setattr(self, field.attname,
                            getattr(obj, field.attname, None))",Load extra fields to this :class:`StdModel`.,109
python,pmelchior/proxmin,proxmin/operators.py,prox_hard,"def prox_hard(X, step, thresh=0):
    """"""Hard thresholding

    X if |X| >= thresh, otherwise 0
    NOTE: modifies X in place
    """"""
    thresh_ = _step_gamma(step, thresh)
    below = np.abs(X) < thresh_
    X[below] = 0
    return X","Hard thresholding

    X if |X| >= thresh, otherwise 0
    NOTE: modifies X in place",38
python,foremast/foremast,src/foremast/pipeline/construct_pipeline_block.py,get_template_name,"def get_template_name(env, pipeline_type):
    """"""Generates the correct template name based on pipeline type

    Args:
        env (str): environment to generate templates for
        pipeline_type (str): Type of pipeline like ec2 or lambda

    Returns:
        str: Name of template
    """"""
    pipeline_base = 'pipeline/pipeline'
    template_name_format = '{pipeline_base}'
    if env.startswith('prod'):
        template_name_format = template_name_format + '_{env}'
    else:
        template_name_format = template_name_format + '_stages'

    if pipeline_type != 'ec2':
        template_name_format = template_name_format + '_{pipeline_type}'

    template_name_format = template_name_format + '.json.j2'
    template_name = template_name_format.format(pipeline_base=pipeline_base, env=env, pipeline_type=pipeline_type)

    return template_name","Generates the correct template name based on pipeline type

    Args:
        env (str): environment to generate templates for
        pipeline_type (str): Type of pipeline like ec2 or lambda

    Returns:
        str: Name of template",69
python,litters/shrew,shrew/utils/auth.py,save_password,"def save_password(entry, password, username=None):
    """"""
      Saves the given password in the user's keychain.

      :param entry: The entry in the keychain. This is a caller specific key.
      :param password: The password to save in the keychain.
      :param username: The username to get the password for. Default is the current user.
    """"""

    if username is None:
        username = get_username()

    has_keychain = initialize_keychain()

    if has_keychain:
        try:
            keyring.set_password(entry, username, password)
        except Exception as e:
            log.warn(""Unable to set password in keyring. Continuing.."")
            log.debug(e)","Saves the given password in the user's keychain.

      :param entry: The entry in the keychain. This is a caller specific key.
      :param password: The password to save in the keychain.
      :param username: The username to get the password for. Default is the current user.",59
python,ranaroussi/qtpylib,qtpylib/instrument.py,Instrument.buy,"def buy(self, quantity, **kwargs):
        """""" Shortcut for ``instrument.order(""BUY"", ...)`` and accepts all of its
        `optional parameters <#qtpylib.instrument.Instrument.order>`_

        :Parameters:
            quantity : int
                Order quantity
        """"""
        self.parent.order(""BUY"", self, quantity=quantity, **kwargs)","Shortcut for ``instrument.order(""BUY"", ...)`` and accepts all of its
        `optional parameters <#qtpylib.instrument.Instrument.order>`_

        :Parameters:
            quantity : int
                Order quantity",30
python,spacetelescope/drizzlepac,drizzlepac/tweakutils.py,find_xy_peak,"def find_xy_peak(img, center=None, sigma=3.0):
    """""" Find the center of the peak of offsets """"""
    # find level of noise in histogram
    istats = imagestats.ImageStats(img.astype(np.float32), nclip=1,
                                   fields='stddev,mode,mean,max,min')
    if istats.stddev == 0.0:
        istats = imagestats.ImageStats(img.astype(np.float32),
                                       fields='stddev,mode,mean,max,min')
    imgsum = img.sum()

    # clip out all values below mean+3*sigma from histogram
    imgc = img[:, :].copy()
    imgc[imgc < istats.mode + istats.stddev * sigma] = 0.0
    # identify position of peak
    yp0, xp0 = np.where(imgc == imgc.max())

    # Perform bounds checking on slice from img
    ymin = max(0, int(yp0[0]) - 3)
    ymax = min(img.shape[0], int(yp0[0]) + 4)
    xmin = max(0, int(xp0[0]) - 3)
    xmax = min(img.shape[1], int(xp0[0]) + 4)
    # take sum of at most a 7x7 pixel box around peak
    xp_slice = (slice(ymin, ymax),
                slice(xmin, xmax))
    yp, xp = ndimage.measurements.center_of_mass(img[xp_slice])
    if np.isnan(xp) or np.isnan(yp):
        xp = 0.0
        yp = 0.0
        flux = 0.0
        zpqual = None
    else:
        xp += xp_slice[1].start
        yp += xp_slice[0].start

        # compute S/N criteria for this peak: flux/sqrt(mean of rest of array)
        flux = imgc[xp_slice].sum()
        delta_size = float(img.size - imgc[xp_slice].size)
        if delta_size == 0:
            delta_size = 1
        delta_flux = float(imgsum - flux)
        if flux > imgc[xp_slice].max():
            delta_flux = flux - imgc[xp_slice].max()
        else:
            delta_flux = flux
        zpqual = flux / np.sqrt(delta_flux / delta_size)
        if np.isnan(zpqual) or np.isinf(zpqual):
            zpqual = None

        if center is not None:
            xp -= center[0]
            yp -= center[1]
        flux = imgc[xp_slice].max()

    del imgc
    return xp, yp, flux, zpqual",Find the center of the peak of offsets,409
python,jpoullet2000/atlasclient,atlasclient/base.py,QueryableModel.delete,"def delete(self, **kwargs):
        """"""Delete a resource by issuing a DELETE http request against it.""""""
        self.method = 'delete'
        if len(kwargs) > 0:
            self.load(self.client.delete(self.url, params=kwargs))
        else:
            self.load(self.client.delete(self.url))
        self.parent.remove(self)
        return",Delete a resource by issuing a DELETE http request against it.,68
python,brainiak/brainiak,brainiak/fcma/preprocessing.py,generate_epochs_info,"def generate_epochs_info(epoch_list):
    """""" use epoch_list to generate epoch_info defined below

    Parameters
    ----------
    epoch_list: list of 3D (binary) array in shape [condition, nEpochs, nTRs]
        Contains specification of epochs and conditions, assuming
        1. all subjects have the same number of epochs;
        2. len(epoch_list) equals the number of subjects;
        3. an epoch is always a continuous time course.

    Returns
    -------
    epoch_info: list of tuple (label, sid, start, end).
        label is the condition labels of the epochs;
        sid is the subject id, corresponding to the index of raw_data;
        start is the start TR of an epoch (inclusive);
        end is the end TR of an epoch(exclusive).
        Assuming len(labels) labels equals the number of epochs and
        the epochs of the same sid are adjacent in epoch_info
    """"""
    time1 = time.time()
    epoch_info = []
    for sid, epoch in enumerate(epoch_list):
        for cond in range(epoch.shape[0]):
            sub_epoch = epoch[cond, :, :]
            for eid in range(epoch.shape[1]):
                r = np.sum(sub_epoch[eid, :])
                if r > 0:   # there is an epoch in this condition
                    start = np.nonzero(sub_epoch[eid, :])[0][0]
                    epoch_info.append((cond, sid, start, start + r))
    time2 = time.time()
    logger.debug(
        'epoch separation done, takes %.2f s' %
        (time2 - time1)
    )
    return epoch_info","use epoch_list to generate epoch_info defined below

    Parameters
    ----------
    epoch_list: list of 3D (binary) array in shape [condition, nEpochs, nTRs]
        Contains specification of epochs and conditions, assuming
        1. all subjects have the same number of epochs;
        2. len(epoch_list) equals the number of subjects;
        3. an epoch is always a continuous time course.

    Returns
    -------
    epoch_info: list of tuple (label, sid, start, end).
        label is the condition labels of the epochs;
        sid is the subject id, corresponding to the index of raw_data;
        start is the start TR of an epoch (inclusive);
        end is the end TR of an epoch(exclusive).
        Assuming len(labels) labels equals the number of epochs and
        the epochs of the same sid are adjacent in epoch_info",138
python,flo-compbio/genometools,genometools/gcloud/auth.py,authenticate_compute,"def authenticate_compute(client_secrets):
    """"""Authenticates a service account for the compute engine.
    
    TODO: docstring""""""
    scopes = ['https://www.googleapis.com/auth/compute']

    credentials = ServiceAccountCredentials.from_json_keyfile_dict(
            client_secrets, scopes=scopes)
    
    return credentials","Authenticates a service account for the compute engine.
    
    TODO: docstring",25
python,titilambert/pyfido,pyfido/__main__.py,main,"def main():
    """"""Main function""""""
    parser = argparse.ArgumentParser()
    parser.add_argument('-u', '--username',
                        required=True, help='Fido username')
    parser.add_argument('-n', '--number', default=None,
                        required=False, help='Fido phone number')
    parser.add_argument('-p', '--password',
                        required=True, help='Password')
    parser.add_argument('-l', '--list', action='store_true',
                        default=False, help='List phone numbers')
    parser.add_argument('-j', '--json', action='store_true',
                        default=False, help='Json output')
    parser.add_argument('-t', '--timeout',
                        default=REQUESTS_TIMEOUT, help='Request timeout')
    args = parser.parse_args()
    client = FidoClient(args.username, args.password, args.timeout)
    loop = asyncio.get_event_loop()
    fut = asyncio.wait([client.fetch_data()])
    loop.run_until_complete(fut)
    if args.list:
        if not client.get_phone_numbers():
            return
        if args.json:
            print(json.dumps(client.get_phone_numbers()))
        else:
            print(""Phone numbers: ""
                  ""{}"".format("", "".join(client.get_phone_numbers())))
    else:
        if not client.get_data():
            return
        if args.json:
            print(json.dumps(client.get_data()))
        else:
            _format_output(args.number, client.get_data())
    client.close_session()",Main function,271
python,googledatalab/pydatalab,solutionbox/ml_workbench/xgboost/trainer/feature_transforms.py,create_feature_map,"def create_feature_map(features, feature_indices, output_dir):
  """"""Returns feature_map about the transformed features.

  feature_map includes information such as:
    1, cat1=0
    2, cat1=1
    3, numeric1
    ...
  Returns:
    List in the from
    [(index, feature_description)]
  """"""
  feature_map = []
  for name, info in feature_indices:
    transform_name = features[name]['transform']
    source_column = features[name]['source_column']
    if transform_name in [IDENTITY_TRANSFORM, SCALE_TRANSFORM]:
      feature_map.append((info['index_start'], name))
    elif transform_name in [ONE_HOT_TRANSFORM, MULTI_HOT_TRANSFORM]:
      vocab, _ = read_vocab_file(
          os.path.join(output_dir, VOCAB_ANALYSIS_FILE % source_column))
      for i, word in enumerate(vocab):
        if transform_name == ONE_HOT_TRANSFORM:
          feature_map.append((info['index_start'] + i, '%s=%s' % (source_column, word)))
        elif transform_name == MULTI_HOT_TRANSFORM:
          feature_map.append((info['index_start'] + i, '%s has ""%s""' % (source_column, word)))
    elif transform_name == IMAGE_TRANSFORM:
      for i in range(info['size']):
        feature_map.append((info['index_start'] + i, '%s image feature %d' % (source_column, i)))

  return feature_map","Returns feature_map about the transformed features.

  feature_map includes information such as:
    1, cat1=0
    2, cat1=1
    3, numeric1
    ...
  Returns:
    List in the from
    [(index, feature_description)]",190
python,tanghaibao/jcvi,jcvi/variation/str.py,locus,"def locus(args):
    """"""
    %prog locus bamfile

    Extract selected locus from a list of TREDs for validation, and run lobSTR.
    """"""
    from jcvi.formats.sam import get_minibam
    # See `Format-lobSTR-database.ipynb` for a list of TREDs for validation
    INCLUDE = [""HD"", ""SBMA"", ""SCA1"", ""SCA2"", ""SCA8"", ""SCA17"", ""DM1"", ""DM2"",
               ""FXTAS""]
    db_choices = (""hg38"", ""hg19"")

    p = OptionParser(locus.__doc__)
    p.add_option(""--tred"", choices=INCLUDE,
                 help=""TRED name"")
    p.add_option(""--ref"", choices=db_choices, default=""hg38"",
                 help=""Reference genome"")
    p.set_home(""lobstr"")
    opts, args = p.parse_args(args)

    if len(args) != 1:
        sys.exit(not p.print_help())

    bamfile, = args
    ref = opts.ref
    lhome = opts.lobstr_home
    tred = opts.tred

    tredsfile = datafile(""TREDs.meta.csv"")
    tf = pd.read_csv(tredsfile, index_col=0)
    row = tf.ix[tred]
    tag = ""repeat_location""
    ldb = ""TREDs""
    if ref == ""hg19"":
        tag += ""."" + ref
        ldb += ""-"" + ref
    seqid, start_end = row[tag].split("":"")

    PAD = 1000
    start, end = start_end.split('-')
    start, end = int(start) - PAD, int(end) + PAD
    region = ""{}:{}-{}"".format(seqid, start, end)

    minibamfile = get_minibam(bamfile, region)
    c = seqid.replace(""chr"", """")
    cmd, vcf = allelotype_on_chr(minibamfile, c, lhome, ldb)
    sh(cmd)

    parser = LobSTRvcf(columnidsfile=None)
    parser.parse(vcf, filtered=False)
    items = parser.items()
    if not items:
        print(""No entry found!"", file=sys.stderr)
        return

    k, v = parser.items()[0]
    print(""{} => {}"".format(tred, v.replace(',', '/')), file=sys.stderr)","%prog locus bamfile

    Extract selected locus from a list of TREDs for validation, and run lobSTR.",351
python,StyXman/ayrton,ayrton/parser/error.py,OperationError.get_traceback,"def get_traceback(self):
        """"""Calling this marks the PyTraceback as escaped, i.e. it becomes
        accessible and inspectable by app-level Python code.  For the JIT.
        Note that this has no effect if there are already several traceback
        frames recorded, because in this case they are already marked as
        escaping by executioncontext.leave() being called with
        got_exception=True.
        """"""
        from pypy.interpreter.pytraceback import PyTraceback
        tb = self._application_traceback
        if tb is not None and isinstance(tb, PyTraceback):
            tb.frame.mark_as_escaped()
        return tb","Calling this marks the PyTraceback as escaped, i.e. it becomes
        accessible and inspectable by app-level Python code.  For the JIT.
        Note that this has no effect if there are already several traceback
        frames recorded, because in this case they are already marked as
        escaping by executioncontext.leave() being called with
        got_exception=True.",41
